H37 - Linha3 01/10/2020
5.0
3
80
1
0
7.5   5.0    1  12.78
12.5   5.0    1  30.35
17.5   5.0    1  19.89
22.5   5.0    1  19.48
27.5   5.0    1  25.30
32.5   5.0    1  26.62
37.5   5.0    1  30.97
42.5   5.0    1  32.38
47.5   5.0    1  26.93
52.5   5.0    1  26.25
57.5   5.0    1  28.11
62.5   5.0    1  32.38
67.5   5.0    1  20.61
72.5   5.0    1  21.88
77.5   5.0    1  22.25
82.5   5.0    1  21.12
87.5   5.0    1  38.20
92.5   5.0    1  18.79
10.0   5.0    2  20.75
15.0   5.0    2  25.61
20.0   5.0    2  34.17
25.0   5.0    2  47.08
30.0   5.0    2  43.10
35.0   5.0    2  21.60
40.0   5.0    2  29.12
45.0   5.0    2  25.03
50.0   5.0    2  31.05
55.0   5.0    2  33.84
60.0   5.0    2  45.21
65.0   5.0    2  41.71
70.0   5.0    2  57.23
75.0   5.0    2  64.18
80.0   5.0    2  88.65
85.0   5.0    2  96.17
90.0   5.0    2  98.69
12.5   5.0    3  21.34
17.5   5.0    3  38.75
22.5   5.0    3  21.79
27.5   5.0    3  28.48
32.5   5.0    3  34.96
37.5   5.0    3  25.36
42.5   5.0    3  28.77
47.5   5.0    3  33.44
52.5   5.0    3  39.30
57.5   5.0    3  45.51
62.5   5.0    3  63.41
67.5   5.0    3  65.77
72.5   5.0    3  83.29
77.5   5.0    3  110.53
82.5   5.0    3  112.28
87.5   5.0    3  150.65
15.0   5.0    4  27.56
20.0   5.0    4  40.12
25.0   5.0    4  25.12
30.0   5.0    4  33.74
35.0   5.0    4  38.59
40.0   5.0    4  29.72
45.0   5.0    4  44.11
50.0   5.0    4  42.02
55.0   5.0    4  54.59
60.0   5.0    4  81.04
65.0   5.0    4  98.77
70.0   5.0    4  94.32
75.0   5.0    4  111.32
80.0   5.0    4  82.83
85.0   5.0    4  145.45
17.5   5.0    5  33.22
22.5   5.0    5  58.12
27.5   5.0    5  35.52
32.5   5.0    5  39.93
37.5   5.0    5  49.51
42.5   5.0    5  38.63
47.5   5.0    5  57.37
52.5   5.0    5  61.28
57.5   5.0    5  85.12
62.5   5.0    5  103.32
67.5   5.0    5  100.22
72.5   5.0    5  105.14
77.5   5.0    5  117.02
82.5   5.0    5  116.86
0,0,0,0,0,0,0,0
